id,word_x,pred_stem,pred_pos,pred_tags,pred_sep_form,unrecognized,word_y,stem,pos,tags,sep_form,check_stem,check_pos,check_tags,check_sep_form,check_all
1115,гьикӀ,гьикӀ,adv,,гьикӀ,0,гьикӀ,гьикӀ,adv,,гьикӀ,1.0,1.0,1.0,1.0,1.0
1115,гьикӀ,гьикӀ,part,,гьикӀ,0,гьикӀ,гьикӀ,adv,,гьикӀ,1.0,0.0,1.0,1.0,0.0
1116,лагьанай,лагьа,verb,"aor, pst",лагьа-на-й,0,лагьанай,лагьа,verb,"aor, pst",лагьа-на-й,1.0,1.0,1.0,1.0,1.0
1117,Чан,чан,n,abs,чан,0,Чан,чан,adj,,чан,1.0,0.0,0.0,1.0,0.0
1117,Чан,чан,part,,чан,0,Чан,чан,adj,,чан,1.0,0.0,1.0,1.0,0.0
1118,руш,руш,n,abs,руш,0,руш,руш,n,abs,руш,1.0,1.0,1.0,1.0,1.0
1119,вуна,вун,prn,erg,вуна,0,вуна,вун,prn,erg,вуна,1.0,1.0,1.0,1.0,1.0
1120,эсиллагь,эсиллагь,adv,,эсиллагь,0,эсиллагь,эсиллагь,adv,,эсиллагь,1.0,1.0,1.0,1.0,1.0
1121,фикирмир,фикир,verb,prohib,фикир-мир,0,фикирмир,фикир,verb,prohib,фикир-мир,1.0,1.0,1.0,1.0,1.0
1122,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
1123,назлу,назлу,adj,,назлу,0,назлу,назлу,adj,,назлу,1.0,1.0,1.0,1.0,1.0
1124,назикрикай,,,,,1,назикрикай,назик,adj,"elative, pl, sub",назик-ри-к-ай,0.0,0.0,0.0,0.0,0.0
1125,туш,я,cop,neg,туш,0,туш,я,cop,neg,туш,1.0,1.0,1.0,1.0,1.0
1126,адан,а,prn,"gen, sg",ада-н,0,адан,а,prn,"gen, sg",ада-н,1.0,1.0,1.0,1.0,1.0
1127,чан,чан,n,abs,чан,0,чан,чан,n,abs,чан,1.0,1.0,1.0,1.0,1.0
1127,чан,чан,part,,чан,0,чан,чан,n,abs,чан,1.0,0.0,0.0,1.0,0.0
1128,кьве,кьве,num,,кьве,0,кьве,кьве,num,,кьве,1.0,1.0,1.0,1.0,1.0
1129,къванцин,къванцин,adj,,къванцин,0,къванцин,къван,n,gen,къванци-н,0.0,0.0,0.0,0.0,0.0
1130,кӀаникни,кӀан,n,"add, essive, sub",кӀани-к-ни,0,кӀаникни,кӀаник,post,add,кӀаник-ни,0.0,0.0,0.0,0.0,0.0
1131,акъатдач,акъат,verb,"fut, neg",акъат-да-ч,0,акъатдач,акъат,verb,"fut, neg",акъат-да-ч,1.0,1.0,1.0,1.0,1.0
1132,Ажаян,,,,,1,Ажаян,ажай,n,gen,ажая-н,0.0,0.0,0.0,0.0,0.0
1133,мукьув,мукьув,adv,,мукьув,0,мукьув,мукьув,post,,мукьув,1.0,0.0,1.0,1.0,0.0
1133,мукьув,мукьув,post,,мукьув,0,мукьув,мукьув,post,,мукьув,1.0,1.0,1.0,1.0,1.0
1134,фена,фе,verb,aoc,фе-на,0,фена,фе,verb,aoc,фе-на,1.0,1.0,1.0,1.0,1.0
1135,адан,а,prn,"gen, sg",ада-н,0,адан,а,prn,"gen, sg",ада-н,1.0,1.0,1.0,1.0,1.0
1136,япун,яб,n,gen,япу-н,0,япун,яб,n,gen,япу-н,1.0,1.0,1.0,1.0,1.0
1137,дувулдал,дувул,n,"essive, super",дувулда-л,0,дувулдал,дувул,n,"essive, super",дувулда-л,1.0,1.0,1.0,1.0,1.0
1138,капаш,капаш,n,abs,капаш,0,капаш,капаш,n,abs,капаш,1.0,1.0,1.0,1.0,1.0
1139,эцигда,эциг,verb,fut,эциг-да,0,эцигда,эциг,verb,fut,эциг-да,1.0,1.0,1.0,1.0,1.0
1140,Гьич,гьич,adv,,гьич,0,Гьич,гьич,adv,,гьич,1.0,1.0,1.0,1.0,1.0
1140,Гьич,гьич,part,,гьич,0,Гьич,гьич,adv,,гьич,1.0,0.0,1.0,1.0,0.0
1140,Гьич,гьич,verb,per,гьич,0,Гьич,гьич,adv,,гьич,1.0,0.0,0.0,1.0,0.0
1141,са,са,num,,са,0,са,са,num,,са,1.0,1.0,1.0,1.0,1.0
1142,затӀни,затӀни,prn,,затӀни,0,затӀни,затӀ,n,add,затӀни,0.0,0.0,0.0,1.0,0.0
1142,затӀни,затӀ,n,add,затӀ-ни,0,затӀни,затӀ,n,add,затӀни,1.0,1.0,1.0,0.0,0.0
1143,хьанач,хьа,verb,"aor, neg",хьа-на-ч,0,хьанач,хьа,verb,"aor, neg",хьа-на-ч,1.0,1.0,1.0,1.0,1.0
1144,Ажая,,,,,1,Ажая,ажай,n,erg,ажа-я,0.0,0.0,0.0,0.0,0.0
1145,шумуд,шумуд,prn,,шумуд,0,шумуд,шумуд,prn,,шумуд,1.0,1.0,1.0,1.0,1.0
1146,залзалаяр,залзала,n,"abs, pl",залзала-яр,0,залзалаяр,залзала,n,"abs, pl",залзалаяр,1.0,1.0,1.0,0.0,0.0
1147,шумуд,шумуд,prn,,шумуд,0,шумуд,шумуд,prn,,шумуд,1.0,1.0,1.0,1.0,1.0
1148,дявеяр,дяве,n,"abs, pl",дяве-яр,0,дявеяр,дяве,n,"abs, pl",дяве-яр,1.0,1.0,1.0,1.0,1.0
1149,шумуд,шумуд,prn,,шумуд,0,шумуд,шумуд,prn,,шумуд,1.0,1.0,1.0,1.0,1.0
1150,маргъалар,маргъал,n,"abs, pl",маргъал-ар,0,маргъалар,маргъал,n,"abs, pl",маргъал-ар,1.0,1.0,1.0,1.0,1.0
1151,эхи,,,,,1,эхи,эхи,verb,per,эхи,0.0,0.0,0.0,0.0,0.0
1152,авуна,аву,verb,aor,аву-на,0,авуна,аву,verb,aor,аву-на,1.0,1.0,1.0,1.0,1.0
1153,Абурун,а,prn,"gen, pl",абуру-н,0,Абурун,а,prn,"gen, pl",абуру-н,1.0,1.0,1.0,1.0,1.0
1154,тум,тум,n,abs,тум,0,тум,тум,n,abs,тум,1.0,1.0,1.0,1.0,1.0
1155,кьил,кьил,n,abs,кьил,0,кьил,кьил,n,abs,кьил,1.0,1.0,1.0,1.0,1.0
1156,авач,ава,cop,neg,ава-ч,0,авач,ава,cop,neg,ава-ч,1.0,1.0,1.0,1.0,1.0
1157,И,и,prn,,и,0,И,и,prn,,и,1.0,1.0,1.0,1.0,1.0
1158,мехъер,мехъер,n,abs,мехъер,0,мехъер,мехъер,n,abs,мехъер,1.0,1.0,1.0,1.0,1.0
1158,мехъер,мехъер,verb,per,мехъер,0,мехъер,мехъер,n,abs,мехъер,1.0,0.0,0.0,1.0,0.0
1159,кеф,кеф,n,abs,кеф,0,кеф,кеф,n,abs,кеф,1.0,1.0,1.0,1.0,1.0
1159,кеф,кеф,verb,per,кеф,0,кеф,кеф,n,abs,кеф,1.0,0.0,0.0,1.0,0.0
1160,я,я,cop,imperf,я,0,я,я,cop,imperf,я,1.0,1.0,1.0,1.0,1.0
1161,хьи,хьи,conj,,хьи,0,хьи,хьи,part,,хьи,1.0,0.0,1.0,1.0,0.0
1161,хьи,хьи,part,,хьи,0,хьи,хьи,part,,хьи,1.0,1.0,1.0,1.0,1.0
1162,Чкадилай,,,,,1,Чкадилай,чка,n,"elative, super",чкади-л-ай,0.0,0.0,0.0,0.0,0.0
1163,гадар,гадар,verb,per,гадар,0,гадар,гадар,verb,per,гадар,1.0,1.0,1.0,1.0,1.0
1164,жеда,же,verb,fut,же-да,0,жеда,же,verb,fut,же-да,1.0,1.0,1.0,1.0,1.0
1165,Лал,лал,adj,,лал,0,Лал,лал,adj,,лал,1.0,1.0,1.0,1.0,1.0
1166,хьухь,хьухь,n,abs,хьухь,0,хьухь,хьухь,verb,imper,хьухь,1.0,0.0,0.0,1.0,0.0
1166,хьухь,хьухь,verb,imper,хьухь,0,хьухь,хьухь,verb,imper,хьухь,1.0,1.0,1.0,1.0,1.0
1167,къаралмиш,,,,,1,къаралмиш,къаралмиш,verb,per,къаралмиш,0.0,0.0,0.0,0.0,0.0
1168,Валидин,вали,n,gen,валиди-н,0,Валидин,вали,n,gen,валиди-н,1.0,1.0,1.0,1.0,1.0
1169,авара,авара,adj,,авара,0,авара,авара,n,abs,авара,1.0,0.0,0.0,1.0,0.0
1169,авара,авара,n,abs,авара,0,авара,авара,n,abs,авара,1.0,1.0,1.0,1.0,1.0
1170,Къуй,къуй,intj,,къуй,0,Къуй,къуй,part,,къуй,1.0,0.0,1.0,1.0,0.0
1170,Къуй,къуй,part,,къуй,0,Къуй,къуй,part,,къуй,1.0,1.0,1.0,1.0,1.0
1171,аллагьди,аллагь,n,erg,аллагь-ди,0,аллагьди,аллагь,n,erg,аллагь-ди,1.0,1.0,1.0,1.0,1.0
1172,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
1173,завал,завал,n,abs,завал,0,завал,завал,verb,per,завал,1.0,0.0,0.0,1.0,0.0
1173,завал,завал,verb,per,завал,0,завал,завал,verb,per,завал,1.0,1.0,1.0,1.0,1.0
1174,гурай,гур,verb,"aor, ptp",гур-ай,0,гурай,гу,verb,opt,гу-рай,0.0,1.0,0.0,0.0,0.0
1174,гурай,гу,verb,opt,гу-рай,0,гурай,гу,verb,opt,гу-рай,1.0,1.0,1.0,1.0,1.0
1175,къарагуьн,къарагуьн,n,abs,къарагуьн,0,къарагуьн,къарагуьн,n,abs,къарагуьн,1.0,1.0,1.0,1.0,1.0
1176,И,и,prn,,и,0,И,и,prn,,и,1.0,1.0,1.0,1.0,1.0
1177,дагъларни,дагъ,n,"abs, add, pl",дагъ-лар-ни,0,дагъларни,дагъ,n,"add, pl",дагъ-лар-ни,1.0,1.0,0.0,1.0,0.0
1178,ви,вун,prn,gen,ви,0,ви,вун,prn,gen,ви,1.0,1.0,1.0,1.0,1.0
1179,русвагь,русвагь,verb,per,русвагь,0,русвагь,русвагь,adj,,русвагь,1.0,0.0,0.0,1.0,0.0
1180,хьанвай,хьа,verb,"prf, ptp",хьа-нва-й,0,хьанвай,хьа,verb,"prf, ptp",хьа-нва-й,1.0,1.0,1.0,1.0,1.0
1181,кьилел,кьилел,adv,,кьилел,0,кьилел,кьил,n,"essive, super",кьиле-л,0.0,0.0,0.0,0.0,0.0
1181,кьилел,кьилел,post,,кьилел,0,кьилел,кьил,n,"essive, super",кьиле-л,0.0,0.0,0.0,0.0,0.0
1181,кьилел,кьил,n,"essive, super",кьиле-л,0,кьилел,кьил,n,"essive, super",кьиле-л,1.0,1.0,1.0,1.0,1.0
1182,чӀур,чӀур,verb,per,чӀур,0,чӀур,чӀур,verb,per,чӀур,1.0,1.0,1.0,1.0,1.0
1183,хьурай,хьу,verb,opt,хьу-рай,0,хьурай,хьу,verb,opt,хьу-рай,1.0,1.0,1.0,1.0,1.0
1184,Къузгъунри,къузгъун,n,"erg, pl",къузгъун-ри,0,Къузгъунри,къузгъун,n,"erg, pl",къузгъун-ри,1.0,1.0,1.0,1.0,1.0
1185,тарашрай,тараш,n,"elative, in, pl",тараш-р-а-й,0,тарашрай,тараш,verb,opt,тараш-рай,1.0,0.0,0.0,0.0,0.0
1185,тарашрай,тараш,verb,opt,тараш-рай,0,тарашрай,тараш,verb,opt,тараш-рай,1.0,1.0,1.0,1.0,1.0
1186,мурдар,мурдар,adj,,мурдар,0,мурдар,мурдар,n,abs,мурдар,1.0,0.0,0.0,1.0,0.0
1186,мурдар,мурдар,n,abs,мурдар,0,мурдар,мурдар,n,abs,мурдар,1.0,1.0,1.0,1.0,1.0
1187,За,зун,prn,erg,за,0,За,зун,prn,erg,за,1.0,1.0,1.0,1.0,1.0
1187,За,зун,prn,"essive, in",з-а,0,За,зун,prn,erg,за,1.0,1.0,0.0,0.0,0.0
1188,лагьайвал,лагьа,verb,"aor, man, ptp",лагьа-й-вал,0,лагьайвал,лагьа,verb,"aor, man, ptp",лагьа-й-вал,1.0,1.0,1.0,1.0,1.0
1189,хьана,хьа,verb,aoc,хьа-на,0,хьана,хьа,verb,aor,хьа-на,1.0,1.0,0.0,1.0,0.0
1190,и,и,prn,,и,0,и,и,prn,,и,1.0,1.0,1.0,1.0,1.0
1191,къаридихъ,къари,n,"essive, post",къариди-хъ,0,къаридихъ,къари,n,"essive, post",къариди-хъ,1.0,1.0,1.0,1.0,1.0
1192,гьич,гьич,adv,,гьич,0,гьич,гьич,adv,,гьич,1.0,1.0,1.0,1.0,1.0
1192,гьич,гьич,part,,гьич,0,гьич,гьич,adv,,гьич,1.0,0.0,1.0,1.0,0.0
1192,гьич,гьич,verb,per,гьич,0,гьич,гьич,adv,,гьич,1.0,0.0,0.0,1.0,0.0
1193,са,са,num,,са,0,са,са,num,,са,1.0,1.0,1.0,1.0,1.0
1194,затӀни,затӀни,prn,,затӀни,0,затӀни,затӀ,n,add,затӀ-ни,0.0,0.0,0.0,0.0,0.0
1194,затӀни,затӀ,n,add,затӀ-ни,0,затӀни,затӀ,n,add,затӀ-ни,1.0,1.0,1.0,1.0,1.0
1195,жериди,,,,,1,жериди,же,verb,"abs, aimpp, sg",же-ри-ди,0.0,0.0,0.0,0.0,0.0
1196,туш,я,cop,neg,туш,0,туш,я,cop,neg,туш,1.0,1.0,1.0,1.0,1.0
1197,Вунни,вун,prn,add,вун-ни,0,Вунни,вун,prn,add,вун-ни,1.0,1.0,1.0,1.0,1.0
1198,заз,зун,prn,dat,за-з,0,заз,зун,prn,dat,за-з,1.0,1.0,1.0,1.0,1.0
1199,къедлай,къедлай,adv,,къедлай,0,къедлай,къедлай,adv,,къедлай,1.0,1.0,1.0,1.0,1.0
1200,чара,чара,adj,,чара,0,чара,чара,n,abs,чара,1.0,0.0,0.0,1.0,0.0
1200,чара,чара,n,abs,чара,0,чара,чара,n,abs,чара,1.0,1.0,1.0,1.0,1.0
1201,кас,кас,n,abs,кас,0,кас,кас,n,abs,кас,1.0,1.0,1.0,1.0,1.0
1202,я,я,cop,imperf,я,0,я,я,cop,imperf,я,1.0,1.0,1.0,1.0,1.0
1203,Вакай,вака,verb,"aor, ptp",вака-й,0,Вакай,вун,prn,"elative, sub",ва-к-ай,0.0,0.0,0.0,0.0,0.0
1203,Вакай,вун,prn,"elative, sub",ва-к-ай,0,Вакай,вун,prn,"elative, sub",ва-к-ай,1.0,1.0,1.0,1.0,1.0
1204,хьайи,хьайи,adj,,хьайи,0,хьайи,хьа,verb,"aor, ptp",хьа-йи,0.0,0.0,0.0,0.0,0.0
1204,хьайи,хьа,verb,"aor, ptp",хьа-йи,0,хьайи,хьа,verb,"aor, ptp",хьа-йи,1.0,1.0,1.0,1.0,1.0
1205,веледни,велед,n,add,велед-ни,0,веледни,велед,n,add,велед-ни,1.0,1.0,1.0,1.0,1.0
1206,заз,зун,prn,dat,за-з,0,заз,зун,prn,dat,за-з,1.0,1.0,1.0,1.0,1.0
1207,кӀандач,кӀан,verb,"fut, neg",кӀан-да-ч,0,кӀандач,кӀан,verb,"fut, neg",кӀан-да-ч,1.0,1.0,1.0,1.0,1.0
1208,Вири,вири,adv,,вири,0,Вири,вири,prn,,вири,1.0,0.0,1.0,1.0,0.0
1208,Вири,вири,n,abs,вири,0,Вири,вири,prn,,вири,1.0,0.0,0.0,1.0,0.0
1208,Вири,вири,prn,,вири,0,Вири,вири,prn,,вири,1.0,1.0,1.0,1.0,1.0
1208,Вири,вир,n,erg,вир-и,0,Вири,вири,prn,,вири,0.0,0.0,0.0,0.0,0.0
1209,хуьруьв,хуьр,n,"ad, essive",хуьруь-в,0,хуьруьв,хуьр,n,"ad, essive",хуьруь-в,1.0,1.0,1.0,1.0,1.0
1210,зал,зал,n,abs,зал,0,зал,зун,prn,"essive, super",за-л,0.0,0.0,0.0,0.0,0.0
1210,зал,зун,prn,"essive, super",за-л,0,зал,зун,prn,"essive, super",за-л,1.0,1.0,1.0,1.0,1.0
1211,хъуьруьнар,хъуьруьнар,verb,per,хъуьруьнар,0,хъуьруьнар,хъуьруь,verb,"abs, msd, pl",хъуьруь-н-ар,0.0,1.0,0.0,0.0,0.0
1212,ийиз,ийи,verb,inf,ийи-з,0,ийиз,ийи,verb,inf,ийи-з,1.0,1.0,1.0,1.0,1.0
1213,тур,тур,n,abs,тур,0,тур,ту,verb,"aor, ptp",ту-р,0.0,0.0,0.0,0.0,0.0
1213,тур,тур,part,,тур,0,тур,ту,verb,"aor, ptp",ту-р,0.0,0.0,0.0,0.0,0.0
1213,тур,тур,verb,imper,тур,0,тур,ту,verb,"aor, ptp",ту-р,0.0,1.0,0.0,0.0,0.0
1213,тур,ту,verb,"aor, ptp",ту-р,0,тур,ту,verb,"aor, ptp",ту-р,1.0,1.0,1.0,1.0,1.0
1214,мердимазар,мердимазар,adj,,мердимазар,0,мердимазар,мердимазар,adj,,мердимазар,1.0,1.0,1.0,1.0,1.0
1214,мердимазар,мердимазар,n,abs,мердимазар,0,мердимазар,мердимазар,adj,,мердимазар,1.0,0.0,0.0,1.0,0.0
1215,хтул,хтул,n,abs,хтул,0,хтул,хтул,n,abs,хтул,1.0,1.0,1.0,1.0,1.0
1216,заз,зун,prn,dat,за-з,0,заз,зун,prn,dat,за-з,1.0,1.0,1.0,1.0,1.0
1217,акунани,акун,n,"add, essive, in",акун-а-ни,0,акунани,аку,verb,"aor, inter",аку-на-ни,0.0,0.0,0.0,0.0,0.0
1217,акунани,аку,verb,"aor, inter",аку-на-ни,0,акунани,аку,verb,"aor, inter",аку-на-ни,1.0,1.0,1.0,1.0,1.0
1218,кӀандач,кӀан,verb,"fut, neg",кӀан-да-ч,0,кӀандач,кӀан,verb,"fut, neg",кӀан-да-ч,1.0,1.0,1.0,1.0,1.0
1219,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
1220,дамах,дамах,n,abs,дамах,0,дамах,дамах,n,abs,дамах,1.0,1.0,1.0,1.0,1.0
1220,дамах,дамах,verb,per,дамах,0,дамах,дамах,n,abs,дамах,1.0,0.0,0.0,1.0,0.0
1221,гваз,гва,cop,cvb,гва-з,0,гваз,гва,cop,cvb,гва-з,1.0,1.0,1.0,1.0,1.0
1222,кьил,кьил,n,abs,кьил,0,кьил,кьил,n,abs,кьил,1.0,1.0,1.0,1.0,1.0
1223,цава,цав,n,"essive, in",цав-а,0,цава,цав,n,"essive, in",цав-а,1.0,1.0,1.0,1.0,1.0
1224,кьуна,кьу,verb,aoc,кьу-на,0,кьуна,кьу,verb,aoc,кьу-на,1.0,1.0,1.0,1.0,1.0
1225,кӀвализ,кӀвализ,adv,,кӀвализ,0,кӀвализ,кӀвал,n,dat,кӀвали-з,0.0,0.0,0.0,0.0,0.0
1226,хъфида,хъфи,verb,fut,хъфи-да,0,хъфида,хъфи,verb,fut,хъфи-да,1.0,1.0,1.0,1.0,1.0
1227,Адан,а,prn,"gen, sg",ада-н,0,Адан,а,prn,"gen, sg",ада-н,1.0,1.0,1.0,1.0,1.0
1228,гуьгъуьниз,гуьгъуьниз,adv,,гуьгъуьниз,0,гуьгъуьниз,гуьгъуьниз,post,,гуьгъуьниз,1.0,0.0,1.0,1.0,0.0
1228,гуьгъуьниз,гуьгъуьниз,conj,,гуьгъуьниз,0,гуьгъуьниз,гуьгъуьниз,post,,гуьгъуьниз,1.0,0.0,1.0,1.0,0.0
1228,гуьгъуьниз,гуьгъуьниз,post,,гуьгъуьниз,0,гуьгъуьниз,гуьгъуьниз,post,,гуьгъуьниз,1.0,1.0,1.0,1.0,1.0
1229,Рагьим,рагьим,n,abs,рагьим,0,Рагьим,рагьим,n,abs,рагьим,1.0,1.0,1.0,1.0,1.0
1230,ва,ва,conj,,ва,0,ва,ва,conj,,ва,1.0,1.0,1.0,1.0,1.0
1230,ва,вун,prn,"essive, in",в-а,0,ва,ва,conj,,ва,0.0,0.0,0.0,0.0,0.0
1231,Варис,варис,n,abs,варис,0,Варис,варис,n,abs,варис,1.0,1.0,1.0,1.0,1.0
1232,фида,фи,verb,fut,фи-да,0,фида,фи,verb,fut,фи-да,1.0,1.0,1.0,1.0,1.0
1233,ва,ва,conj,,ва,0,ва,ва,conj,,ва,1.0,1.0,1.0,1.0,1.0
1233,ва,вун,prn,"essive, in",в-а,0,ва,ва,conj,,ва,0.0,0.0,0.0,0.0,0.0
1234,абур,абур,n,abs,абур,0,абур,а,prn,"abs, pl",абур,0.0,0.0,0.0,1.0,0.0
1234,абур,а,prn,"abs, pl",абур,0,абур,а,prn,"abs, pl",абур,1.0,1.0,1.0,1.0,1.0
1235,гурара,гурар,n,"essive, in",гурар-а,0,гурара,гурар,n,"essive, in",гурар-а,1.0,1.0,1.0,1.0,1.0
1236,акъвазда,акъваз,verb,fut,акъваз-да,0,акъвазда,акъваз,verb,fut,акъваз-да,1.0,1.0,1.0,1.0,1.0
1237,Куьне,куьн,prn,erg,куьне,0,Куьне,куьн,prn,erg,куьне,1.0,1.0,1.0,1.0,1.0
1238,хажалатар,хажалат,n,"abs, pl",хажалат-ар,0,хажалатар,хажалат,n,"abs, pl",хажалат-ар,1.0,1.0,1.0,1.0,1.0
1239,ийимир,ийи,verb,prohib,ийи-мир,0,ийимир,ийи,verb,prohib,ийи-мир,1.0,1.0,1.0,1.0,1.0
1240,балаяр,бала,n,"abs, pl",бала-яр,0,балаяр,бала,n,"abs, pl",бала-яр,1.0,1.0,1.0,1.0,1.0
1241,Межлисдин,межлис,n,gen,межлисди-н,0,Межлисдин,межлис,n,gen,межлисди-н,1.0,1.0,1.0,1.0,1.0
1242,шадвилер,шадвилер,verb,per,шадвилер,0,шадвилер,шадвил,n,"abs, pl",шадвил-ер,0.0,0.0,0.0,0.0,0.0
1243,давамара,давамара,verb,imper,давамара,0,давамара,давамара,verb,imper,давамара,1.0,1.0,1.0,1.0,1.0
1244,Вири,вири,adv,,вири,0,Вири,вири,prn,,вири,1.0,0.0,1.0,1.0,0.0
1244,Вири,вири,n,abs,вири,0,Вири,вири,prn,,вири,1.0,0.0,0.0,1.0,0.0
1244,Вири,вири,prn,,вири,0,Вири,вири,prn,,вири,1.0,1.0,1.0,1.0,1.0
1244,Вири,вир,n,erg,вир-и,0,Вири,вири,prn,,вири,0.0,0.0,0.0,0.0,0.0
1245,хъсан,хъсан,adj,,хъсан,0,хъсан,хъсан,adj,,хъсан,1.0,1.0,1.0,1.0,1.0
1246,куьтягь,куьтягь,verb,per,куьтягь,0,куьтягь,куьтягь,verb,per,куьтягь,1.0,1.0,1.0,1.0,1.0
1247,жеда,же,verb,fut,же-да,0,жеда,же,verb,fut,же-да,1.0,1.0,1.0,1.0,1.0
1248,Рагьимни,рагьим,n,add,рагьим-ни,0,Рагьимни,рагьим,n,add,рагьим-ни,1.0,1.0,1.0,1.0,1.0
1249,Варис,варис,n,abs,варис,0,Варис,варис,n,abs,варис,1.0,1.0,1.0,1.0,1.0
1250,кӀвализ,кӀвализ,adv,,кӀвализ,0,кӀвализ,кӀвал,n,dat,кӀвали-з,0.0,0.0,0.0,0.0,0.0
1251,фида,фи,verb,fut,фи-да,0,фида,фи,verb,fut,фи-да,1.0,1.0,1.0,1.0,1.0
1252,межлисдин,межлис,n,gen,межлисди-н,0,межлисдин,межлис,n,gen,межлисди-н,1.0,1.0,1.0,1.0,1.0
1253,итимар,итим,n,"abs, pl",итим-ар,0,итимар,итим,n,"abs, pl",итим-ар,1.0,1.0,1.0,1.0,1.0
1254,мягьтел,мягьтел,adj,,мягьтел,0,мягьтел,мягьтел,adj,,мягьтел,1.0,1.0,1.0,1.0,1.0
1255,яз,я,cop,cvb,я-з,0,яз,я,cop,cvb,я-з,1.0,1.0,1.0,1.0,1.0
1256,ракӀариз,,,,,1,ракӀариз,ракӀ,n,"dat, pl",ракӀ-ари-з,0.0,0.0,0.0,0.0,0.0
1257,килигиз,килиг,verb,inf,килиг-из,0,килигиз,килиг,verb,inf,килиг-из,1.0,1.0,1.0,1.0,1.0
1258,хейлин,хейлин,adj,,хейлин,0,хейлин,хейлин,adj,,хейлин,1.0,1.0,1.0,1.0,1.0
1259,кисда,кис,verb,fut,кис-да,0,кисда,кис,verb,fut,кис-да,1.0,1.0,1.0,1.0,1.0
1260,Мад,мад,adv,,мад,0,Мад,мад,adv,,мад,1.0,1.0,1.0,1.0,1.0
1260,Мад,мад,part,,мад,0,Мад,мад,adv,,мад,1.0,0.0,1.0,1.0,0.0
1261,къари,къари,n,abs,къари,0,къари,къари,n,abs,къари,1.0,1.0,1.0,1.0,1.0
1262,дили,дили,adj,,дили,0,дили,дили,adj,,дили,1.0,1.0,1.0,1.0,1.0
1262,дили,дили,n,abs,дили,0,дили,дили,adj,,дили,1.0,0.0,0.0,1.0,0.0
1263,жеда,же,verb,fut,же-да,0,жеда,же,verb,fut,же-да,1.0,1.0,1.0,1.0,1.0
1264,Чиди,,,,,1,Чиди,чун,prn,"abs, gen, sg",чи-ди,0.0,0.0,0.0,0.0,0.0
1265,мехъер,мехъер,n,abs,мехъер,0,мехъер,мехъер,n,abs,мехъер,1.0,1.0,1.0,1.0,1.0
1265,мехъер,мехъер,verb,per,мехъер,0,мехъер,мехъер,n,abs,мехъер,1.0,0.0,0.0,1.0,0.0
1266,хьанач,хьа,verb,"aor, neg",хьа-на-ч,0,хьанач,хьа,verb,"aor, neg",хьа-на-ч,1.0,1.0,1.0,1.0,1.0
1267,Мехъерни,мехъер,n,add,мехъер-ни,0,Мехъерни,мехъер,n,add,мехъер-ни,1.0,1.0,1.0,1.0,1.0
1268,жеда,же,verb,fut,же-да,0,жеда,же,verb,fut,же-да,1.0,1.0,1.0,1.0,1.0
1269,бегьем,бегьем,adj,,бегьем,0,бегьем,бегьем,adv,,бегьем,1.0,0.0,1.0,1.0,0.0
1269,бегьем,бегьем,adv,,бегьем,0,бегьем,бегьем,adv,,бегьем,1.0,1.0,1.0,1.0,1.0
1269,бегьем,бегьем,verb,per,бегьем,0,бегьем,бегьем,adv,,бегьем,1.0,0.0,0.0,1.0,0.0
1270,шадвилерни,,,,,1,шадвилерни,шадвил,n,"add, pl",шадвил-ер-ни,0.0,0.0,0.0,0.0,0.0
1271,Ваз,вун,prn,dat,ва-з,0,Ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
1272,Рагьим,рагьим,n,abs,рагьим,0,Рагьим,рагьим,n,abs,рагьим,1.0,1.0,1.0,1.0,1.0
1273,бубадин,буба,n,gen,бубади-н,0,бубадин,буба,n,gen,бубади-н,1.0,1.0,1.0,1.0,1.0
1274,аламатрикай,аламат,n,"elative, pl, sub",аламат-ри-к-ай,0,аламатрикай,аламат,n,"elative, pl, sub",аламат-ри-к-ай,1.0,1.0,1.0,1.0,1.0
1275,хабар,хабар,n,abs,хабар,0,хабар,хабар,n,abs,хабар,1.0,1.0,1.0,1.0,1.0
1275,хабар,хабар,verb,per,хабар,0,хабар,хабар,n,abs,хабар,1.0,0.0,0.0,1.0,0.0
1276,авач,ава,cop,neg,ава-ч,0,авач,ава,cop,neg,ава-ч,1.0,1.0,1.0,1.0,1.0
1277,Ада,а,prn,"erg, sg",ада,0,Ада,а,prn,"erg, sg",ада,1.0,1.0,1.0,1.0,1.0
1277,Ада,а,prn,"essive, in, sg",ад-а,0,Ада,а,prn,"erg, sg",ада,1.0,1.0,0.0,0.0,0.0
1278,чи,чи,verb,,чи,0,чи,чун,prn,gen,чи,0.0,0.0,0.0,1.0,0.0
1278,чи,чун,prn,gen,чи,0,чи,чун,prn,gen,чи,1.0,1.0,1.0,1.0,1.0
1279,баде,баде,n,abs,баде,0,баде,баде,n,abs,баде,1.0,1.0,1.0,1.0,1.0
1280,исятда,исятда,adv,,исятда,0,исятда,исятда,adv,,исятда,1.0,1.0,1.0,1.0,1.0
